hospital_key,hospital_name,oh_region,peer_group,reporting_period,period_date,indicator_code,indicator_label,avg_hours,patient_volume,pct_within_target,target_hours,over_target_flag
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.09,3948.0,79.5,2.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,12.77,1089.0,51.4,8.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.23,2359.0,85.8,8.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.93,2324.0,72.3,4.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.87,3764.0,83.1,2.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.06,1002.0,41.0,8.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.8,1607.0,94.3,8.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.56,3008.0,75.3,4.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.96,3562.0,85.8,2.0,0
north york general hospital,North York General Hospital,Toronto,Large Community,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.21,775.0,43.9,8.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.42,1524.0,84.4,8.0,0
north york general hospital,North York General Hospital,Toronto,Large Community,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.22,2369.0,55.9,4.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.08,4784.0,77.6,2.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.75,1018.0,37.0,8.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.16,2200.0,88.0,8.0,0
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.87,2348.0,73.4,4.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.86,4064.0,91.3,2.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,12.6,749.0,50.0,8.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.38,2108.0,93.7,8.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.32,2611.0,76.0,4.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.78,4756.0,87.0,2.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.07,793.0,40.6,8.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.73,2142.0,89.2,8.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.29,3050.0,,4.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.31,3650.0,,2.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.14,1105.0,25.9,8.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.86,2282.0,87.6,8.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.31,2364.0,69.4,4.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.32,4502.0,77.7,2.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.02,927.0,25.0,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.04,1952.0,82.7,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.45,3280.0,50.0,4.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.55,5137.0,65.6,2.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,18.27,871.0,25.0,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.32,2177.0,80.6,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.4,3037.0,62.7,4.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.82,3474.0,62.6,2.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.37,859.0,28.0,8.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.89,2223.0,92.7,8.0,0
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.1,2320.0,67.8,4.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.08,4129.0,80.9,2.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.81,795.0,40.2,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.37,2348.0,84.3,8.0,0
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",,3377.0,70.8,4.0,0
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.75,3502.0,66.7,2.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.04,1060.0,48.8,8.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",5.9,1800.0,95.0,8.0,0
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.91,2718.0,68.0,4.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,,4785.0,95.0,2.0,0
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.62,,28.1,8.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.09,1741.0,86.6,8.0,0
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.55,3348.0,62.6,4.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.94,4388.0,84.5,2.0,0
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202411,2024-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.94,944.0,,8.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202411,2024-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",,1881.0,95.0,8.0,0
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202411,2024-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.57,3321.0,73.0,4.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202411,2024-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.39,4049.0,73.8,2.0,1
grand river hospital,Grand River Hospital,West,Large Community,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.59,1037.0,25.0,8.0,1
grand river hospital,Grand River Hospital,West,Large Community,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.61,1978.0,95.0,8.0,0
grand river hospital,Grand River Hospital,West,Large Community,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.29,3577.0,63.4,4.0,1
grand river hospital,Grand River Hospital,West,Large Community,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.04,5292.0,81.1,2.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,19.31,1168.0,25.0,8.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.85,2453.0,88.2,8.0,0
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.79,2526.0,56.4,4.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.64,4445.0,69.3,2.0,1
health sciences north,Health Sciences North,North,Teaching,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,19.43,1185.0,25.0,8.0,1
health sciences north,Health Sciences North,North,Teaching,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.27,2237.0,90.8,8.0,0
health sciences north,Health Sciences North,North,Teaching,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.79,2866.0,43.3,4.0,1
health sciences north,Health Sciences North,North,Teaching,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.64,5409.0,66.9,2.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.46,811.0,25.0,8.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.76,2554.0,88.6,8.0,0
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.98,2556.0,56.1,4.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.37,5499.0,74.0,2.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.47,894.0,25.0,8.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.34,2545.0,88.0,8.0,0
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.45,2783.0,65.2,4.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.37,4645.0,74.5,2.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.23,940.0,25.0,8.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.55,2237.0,84.1,8.0,0
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.95,3476.0,53.2,4.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.73,5000.0,65.7,2.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.57,1029.0,35.3,8.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.05,1754.0,91.8,8.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.45,2901.0,64.8,4.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.61,5366.0,64.4,2.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.4,930.0,25.0,8.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.17,2373.0,82.3,8.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.21,3517.0,51.8,4.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.39,3897.0,75.9,2.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.64,1087.0,25.0,8.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.46,2207.0,81.6,8.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.55,2799.0,49.8,4.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.3,4774.0,73.0,2.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,19.33,847.0,25.0,8.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.92,2439.0,90.2,8.0,0
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.96,3443.0,71.9,4.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.21,5552.0,74.5,2.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.56,829.0,38.8,8.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.81,2611.0,86.5,8.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.95,3688.0,60.1,4.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.99,5874.0,81.2,2.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.34,1099.0,38.5,8.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.07,2533.0,79.8,8.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.96,3469.0,67.8,4.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.61,5555.0,67.2,2.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.16,859.0,25.0,8.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.29,1746.0,91.8,8.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",,3344.0,95.0,4.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.44,5212.0,70.6,2.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.88,1231.0,25.0,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",,1915.0,95.0,8.0,0
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",7.42,3141.0,39.5,4.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.58,3898.0,63.7,2.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,20.25,820.0,25.0,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",9.34,2366.0,73.1,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.56,2727.0,47.2,4.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.79,4460.0,64.9,2.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,20.56,,25.0,8.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.84,1803.0,84.6,8.0,0
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.49,3908.0,66.9,4.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.59,4642.0,67.3,2.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.09,934.0,25.0,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",9.0,1992.0,80.1,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.82,3303.0,48.2,4.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.81,4869.0,59.5,2.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.35,887.0,36.6,8.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.87,1843.0,85.5,8.0,0
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.45,3532.0,51.8,4.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.32,5234.0,71.1,2.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,18.31,1197.0,25.0,8.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.06,2311.0,86.9,8.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.09,3109.0,68.4,4.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.23,5424.0,79.0,2.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202412,2024-12-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.79,1034.0,33.9,8.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202412,2024-12-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.19,2220.0,87.9,8.0,0
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202412,2024-12-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.43,3511.0,60.4,4.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202412,2024-12-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.92,4831.0,88.5,2.0,0
grand river hospital,Grand River Hospital,West,Large Community,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.01,917.0,25.0,8.0,1
grand river hospital,Grand River Hospital,West,Large Community,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.79,2193.0,84.4,8.0,0
grand river hospital,Grand River Hospital,West,Large Community,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.73,2701.0,75.4,4.0,1
grand river hospital,Grand River Hospital,West,Large Community,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.64,4972.0,69.2,2.0,1
